Wall time,Step,Value
1666269902.5979376,0,0.1889324188232422
1666269946.9553905,1,0.09339821338653564
1666269990.2361028,2,0.08808338642120361
1666270034.6630623,3,0.07923233509063721
1666270077.5721083,4,0.03173762559890747
1666270122.424288,5,0.026782631874084473
1666270164.8577516,6,0.03465700149536133
1666270207.8405914,7,0.034281253814697266
1666270253.9603887,8,0.03716188669204712
1666270302.647799,9,0.019417881965637207
1666270357.8350668,10,0.03255438804626465
1666270401.5724664,11,0.027116894721984863
1666270446.04114,12,0.0268782377243042
1666270490.009884,13,0.02742588520050049
1666270532.8667681,14,0.028028786182403564
1666270581.4715238,15,0.019455552101135254
1666270624.590029,16,0.02299022674560547
1666270667.5867546,17,0.021566927433013916
1666270710.4151995,18,0.022022545337677002
1666270753.1922894,19,0.031224966049194336
1666270796.9012725,20,0.04271608591079712
1666270847.980328,21,0.02378135919570923
1666270895.5102684,22,0.016744613647460938
1666270943.2381487,23,0.019637584686279297
1666270986.9923093,24,0.020666897296905518
1666271030.146182,25,0.015407919883728027
1666271073.366866,26,0.017430782318115234
1666271117.0136063,27,0.0189436674118042
1666271160.075482,28,0.01495373249053955
1666271203.5141757,29,0.025198757648468018
1666271246.8130372,30,0.02341175079345703
1666271290.1454043,31,0.020925045013427734
1666271333.2612622,32,0.019964098930358887
1666271376.2834423,33,0.020623505115509033
1666271419.327699,34,0.02479410171508789
1666271462.3651407,35,0.019914746284484863
1666271505.3552845,36,0.02002096176147461
1666271548.2989836,37,0.02162003517150879
1666271591.2478914,38,0.017548084259033203
1666271634.7316163,39,0.022589802742004395
1666271677.7682555,40,0.018580198287963867
1666271720.5693462,41,0.0185927152633667
1666271763.534932,42,0.01441657543182373
1666271806.6346626,43,0.017763495445251465
1666271849.4696276,44,0.0165102481842041
1666271893.030115,45,0.01933389902114868
1666271936.1376886,46,0.015874624252319336
1666271980.5454009,47,0.015812695026397705
1666272023.455279,48,0.01901829242706299
1666272066.5237908,49,0.018519282341003418
1666272110.1499918,50,0.012732088565826416
1666272153.463153,51,0.015946924686431885
1666272196.2183223,52,0.025886058807373047
1666272239.4591613,53,0.01290428638458252
1666272282.4666705,54,0.017957568168640137
1666272325.153327,55,0.013253092765808105
1666272367.8268242,56,0.01765918731689453
1666272410.5993829,57,0.014801621437072754
1666272453.422454,58,0.011055350303649902
1666272496.198264,59,0.015259981155395508
1666272539.272736,60,0.015332341194152832
1666272586.4330564,61,0.01393061876296997
1666272629.801786,62,0.014023840427398682
1666272677.1981847,63,0.01873481273651123
1666272720.1987739,64,0.015027821063995361
1666272763.3247685,65,0.012309849262237549
1666272806.6365774,66,0.015096187591552734
1666272853.4121752,67,0.019384145736694336
1666272897.0245125,68,0.016162514686584473
1666272941.394198,69,0.01283717155456543
1666272984.8304749,70,0.012599349021911621
1666273028.5809925,71,0.017788290977478027
1666273072.0845897,72,0.01572740077972412
1666273116.2691298,73,0.015390992164611816
1666273159.6242368,74,0.013565897941589355
1666273203.2037516,75,0.017513751983642578
1666273246.596944,76,0.011543810367584229
1666273290.0595043,77,0.015036821365356445
1666273336.1343687,78,0.015194714069366455
1666273380.573444,79,0.013494014739990234
1666273425.3136075,80,0.020897209644317627
1666273469.308563,81,0.01363682746887207
1666273512.9128253,82,0.015870213508605957
1666273557.0943317,83,0.011912643909454346
1666273602.5384014,84,0.013481497764587402
1666273649.7732015,85,0.018007755279541016
1666273698.711107,86,0.021433591842651367
1666273743.2081692,87,0.01260221004486084
1666273788.164718,88,0.013269960880279541
1666273832.1646156,89,0.01695394515991211
1666273877.3090935,90,0.013849020004272461
1666273922.7659914,91,0.012534618377685547
1666273968.1583028,92,0.015281915664672852
1666274012.6429682,93,0.013747930526733398
1666274056.892889,94,0.011718511581420898
1666274105.1859243,95,0.019524216651916504
1666274150.7045481,96,0.012965083122253418
1666274194.7958255,97,0.019855618476867676
1666274239.2263515,98,0.016462326049804688
1666274285.2664838,99,0.012212753295898438
